OID_COUSUB_22|GEOID_COUSUB_22|NAMELSAD_COUSUB_22|AREALAND_COUSUB_22|AREAWATER_COUSUB_22|MTFCC_COUSUB_22|CLASSFP_COUSUB_22|FUNCSTAT_COUSUB_22|OID_TRACT_22|GEOID_TRACT_22|NAMELSAD_TRACT_22|AREALAND_TRACT_22|AREAWATER_TRACT_22|MTFCC_TRACT_22|FUNCSTAT_TRACT_22|AREALAND_PART|AREAWATER_PART
27690334183795|0913035230|Haddam town|113796056|6074386|G4040|T1|A|2079015503989683|09130590102|Census Tract 5901.02|60366785|632142|G5020|S|60366785|632142
27690334183796|0913040710|Killingworth town|91506573|1170681|G4040|T1|A|20790334285427|09130640100|Census Tract 6401|91506573|1170681|G5020|S|91506573|1170681
27690350008837|0913044210|Lyme town|82353554|6919728|G4040|T1|A|20790350078875|09130650100|Census Tract 6501|82353554|6919728|G5020|S|82353554|6919728
27690334183797|0913047080|Middlefield town|32759592|1581755|G4040|T1|A|20790334285438|09130580100|Census Tract 5801|32759592|1581755|G5020|S|32759592|1581755
27690334183798|0913047360|Middletown town|106235852|3488224|G4040|T5|C|20790334285445|09130541100|Census Tract 5411|1560662|126325|G5020|S|1560662|126325
27690334183798|0913047360|Middletown town|106235852|3488224|G4040|T5|C|20790334285450|09130541200|Census Tract 5412|8848906|160514|G5020|S|8848906|160514
27690334183798|0913047360|Middletown town|106235852|3488224|G4040|T5|C|2079015503989701|09130541301|Census Tract 5413.01|1065043|0|G5020|S|1065043|0
27690334183798|0913047360|Middletown town|106235852|3488224|G4040|T5|C|2079015503989704|09130541302|Census Tract 5413.02|1090277|0|G5020|S|1090277|0
27690334183798|0913047360|Middletown town|106235852|3488224|G4040|T5|C|207903716548562|09130541401|Census Tract 5414.01|22388715|185298|G5020|S|22388715|185298
27690334183798|0913047360|Middletown town|106235852|3488224|G4040|T5|C|207903716548557|09130541402|Census Tract 5414.02|8009316|117558|G5020|S|8009316|117558
27690334183798|0913047360|Middletown town|106235852|3488224|G4040|T5|C|20790334285462|09130541500|Census Tract 5415|1223466|914|G5020|S|1223466|914
27690334183798|0913047360|Middletown town|106235852|3488224|G4040|T5|C|20790334285467|09130541600|Census Tract 5416|676247|200773|G5020|S|676247|200773
27690334183798|0913047360|Middletown town|106235852|3488224|G4040|T5|C|20790334285472|09130541700|Census Tract 5417|1859404|134564|G5020|S|1859404|134564
27690334183798|0913047360|Middletown town|106235852|3488224|G4040|T5|C|20790334285490|09130542000|Census Tract 5420|4055346|46026|G5020|S|4055346|46026
27690334183798|0913047360|Middletown town|106235852|3488224|G4040|T5|C|20790334285496|09130542100|Census Tract 5421|4876226|105245|G5020|S|4876226|105245
27690334183798|0913047360|Middletown town|106235852|3488224|G4040|T5|C|20790334285502|09130542200|Census Tract 5422|3806501|7061|G5020|S|3806501|7061
27690334183798|0913047360|Middletown town|106235852|3488224|G4040|T5|C|207903716548633|09130680200|Census Tract 6802|46775743|2403946|G5020|S|46775743|2403946
27690350008842|0913057040|Old Lyme town|59605004|15039277|G4040|T1|A|20790350079063|09130660101|Census Tract 6601.01|29356011|6721978|G5020|S|29356011|6721978
27690350008842|0913057040|Old Lyme town|59605004|15039277|G4040|T1|A|2079015503908109|09130660103|Census Tract 6601.03|20531283|315132|G5020|S|20531283|315132
27690350008842|0913057040|Old Lyme town|59605004|15039277|G4040|T1|A|2079015503908090|09130660104|Census Tract 6601.04|9717710|8002167|G5020|S|9717710|8002167
27690334183799|0913057320|Old Saybrook town|39003142|16915075|G4040|T1|A|20790334285515|09130670100|Census Tract 6701|25188555|4830189|G5020|S|25188555|4830189
27690334183799|0913057320|Old Saybrook town|39003142|16915075|G4040|T1|A|20790334285520|09130670200|Census Tract 6702|13814587|12084886|G5020|S|13814587|12084886
27690334183800|0913061800|Portland town|60476326|3896302|G4040|T1|A|20790334285526|09130560100|Census Tract 5601|54709142|2797188|G5020|S|54709142|2797188
27690334183800|0913061800|Portland town|60476326|3896302|G4040|T1|A|20790334285508|09130560200|Census Tract 5602|5767184|1099114|G5020|S|5767184|1099114
27690334183801|0913081680|Westbrook town|40843930|14954929|G4040|T1|A|2079015503989696|09130680101|Census Tract 6801.01|30040880|604541|G5020|S|30040880|604541
27690334183801|0913081680|Westbrook town|40843930|14954929|G4040|T1|A|2079015503989685|09130680102|Census Tract 6801.02|10803050|14350388|G5020|S|10803050|14350388
27690338929728|0914001220|Ansonia town|15588608|435200|G4040|T5|C|20790338967838|09140125100|Census Tract 1251|4155903|17738|G5020|S|4155903|17738
27690338929728|0914001220|Ansonia town|15588608|435200|G4040|T5|C|20790338967856|09140125200|Census Tract 1252|6249812|111626|G5020|S|6249812|111626
27690338929728|0914001220|Ansonia town|15588608|435200|G4040|T5|C|20790338967873|09140125300|Census Tract 1253|3245123|111625|G5020|S|3245123|111625
27690338929728|0914001220|Ansonia town|15588608|435200|G4040|T5|C|20790338967893|09140125400|Census Tract 1254|1937770|194211|G5020|S|1937770|194211
27690338929729|0914003250|Beacon Falls town|25055586|301401|G4040|T1|A|20790338967929|09140341100|Census Tract 3411|25055586|301401|G5020|S|25055586|301401
27690347493837|0914004930|Bethlehem town|50181138|740227|G4040|T1|A|20790347531483|09140342100|Census Tract 3421|50181138|740227|G5020|S|50181138|740227
27690331919329|0914008490|Bristol town|68373839|1041015|G4040|T5|C|20790332016618|09140405100|Census Tract 4051|2590234|8291|G5020|S|2590234|8291
27690331919329|0914008490|Bristol town|68373839|1041015|G4040|T5|C|20790332016630|09140405200|Census Tract 4052|3624472|0|G5020|S|3624472|0
27690331919329|0914008490|Bristol town|68373839|1041015|G4040|T5|C|20790332016641|09140405300|Census Tract 4053|3493296|0|G5020|S|3493296|0
27690331919329|0914008490|Bristol town|68373839|1041015|G4040|T5|C|207903716535123|09140405401|Census Tract 4054.01|3790822|9933|G5020|S|3790822|9933
27690331919329|0914008490|Bristol town|68373839|1041015|G4040|T5|C|207903716535094|09140405402|Census Tract 4054.02|4577504|34612|G5020|S|4577504|34612
27690331919329|0914008490|Bristol town|68373839|1041015|G4040|T5|C|20790332016663|09140405500|Census Tract 4055|8386617|84102|G5020|S|8386617|84102
27690331919329|0914008490|Bristol town|68373839|1041015|G4040|T5|C|20790332016677|09140405600|Census Tract 4056|7594394|368150|G5020|S|7594394|368150
27690331919329|0914008490|Bristol town|68373839|1041015|G4040|T5|C|20790332016692|09140405700|Census Tract 4057|3590069|77261|G5020|S|3590069|77261
27690331919329|0914008490|Bristol town|68373839|1041015|G4040|T5|C|2079015504368484|09140405801|Census Tract 4058.01|3024884|0|G5020|S|3024884|0
27690331919329|0914008490|Bristol town|68373839|1041015|G4040|T5|C|2079015504368503|09140405802|Census Tract 4058.02|12469524|441349|G5020|S|12469524|441349
27690331919329|0914008490|Bristol town|68373839|1041015|G4040|T5|C|20790332016714|09140405900|Census Tract 4059|5300513|12334|G5020|S|5300513|12334
27690331919329|0914008490|Bristol town|68373839|1041015|G4040|T5|C|20790332016725|09140406001|Census Tract 4060.01|4260134|0|G5020|S|4260134|0
27690331919329|0914008490|Bristol town|68373839|1041015|G4040|T5|C|20790332016737|09140406002|Census Tract 4060.02|3871218|0|G5020|S|3871218|0
27690331919329|0914008490|Bristol town|68373839|1041015|G4040|T5|C|20790332016753|09140406100|Census Tract 4061|1800158|4983|G5020|S|1800158|4983
27690338929732|0914014160|Cheshire town|85045589|1254329|G4040|T1|A|20790338968882|09140343101|Census Tract 3431.01|16786298|0|G5020|S|16786298|0
27690338929732|0914014160|Cheshire town|85045589|1254329|G4040|T1|A|20790338971130|09140343102|Census Tract 3431.02|11257182|1159728|G5020|S|11257182|1159728
27690338929732|0914014160|Cheshire town|85045589|1254329|G4040|T1|A|20790338968120|09140343200|Census Tract 3432|22367984|35360|G5020|S|22367984|35360
27690338929732|0914014160|Cheshire town|85045589|1254329|G4040|T1|A|20790338968137|09140343300|Census Tract 3433|19600057|40439|G5020|S|19600057|40439
27690338929732|0914014160|Cheshire town|85045589|1254329|G4040|T1|A|20790338968158|09140343400|Census Tract 3434|15034068|18802|G5020|S|15034068|18802
27690338929733|0914019550|Derby town|13094125|906368|G4040|T5|C|20790338968179|09140120100|Census Tract 1201|6215546|363897|G5020|S|6215546|363897
27690338929733|0914019550|Derby town|13094125|906368|G4040|T5|C|20790338968196|09140120200|Census Tract 1202|6878579|542471|G5020|S|6878579|542471
27690338929739|0914046940|Middlebury town|45988511|1785060|G4040|T1|A|20790338969178|09140344100|Census Tract 3441|21431289|125103|G5020|S|21431289|125103
27690338929739|0914046940|Middlebury town|45988511|1785060|G4040|T1|A|20790338969198|09140344200|Census Tract 3442|24557222|1659957|G5020|S|24557222|1659957
27690338929741|0914049950|Naugatuck town|42435044|246553|G4040|T5|C|20790338969319|09140345100|Census Tract 3451|8733918|133101|G5020|S|8733918|133101
27690338929741|0914049950|Naugatuck town|42435044|246553|G4040|T5|C|20790338969337|09140345201|Census Tract 3452.01|8639895|67828|G5020|S|8639895|67828
27690338929741|0914049950|Naugatuck town|42435044|246553|G4040|T5|C|20790338969353|09140345202|Census Tract 3452.02|4896144|8358|G5020|S|4896144|8358
27690338929741|0914049950|Naugatuck town|42435044|246553|G4040|T5|C|20790338969370|09140345300|Census Tract 3453|13205041|0|G5020|S|13205041|0
27690338929741|0914049950|Naugatuck town|42435044|246553|G4040|T5|C|20790338969404|09140345400|Census Tract 3454|6960046|37266|G5020|S|6960046|37266
27690338929746|0914058300|Oxford town|84809656|1525206|G4040|T1|A|20790338970022|09140346101|Census Tract 3461.01|36321510|758418|G5020|S|36321510|758418
27690338929746|0914058300|Oxford town|84809656|1525206|G4040|T1|A|20790338970616|09140346102|Census Tract 3461.02|48488146|766788|G5020|S|48488146|766788
27690347493856|0914060750|Plymouth town|56674087|1199855|G4040|T1|A|20790347532489|09140425300|Census Tract 4253|18086544|532974|G5020|S|18086544|532974
27690347493856|0914060750|Plymouth town|56674087|1199855|G4040|T1|A|20790347532519|09140425400|Census Tract 4254|33944750|660137|G5020|S|33944750|660137
27690347493856|0914060750|Plymouth town|56674087|1199855|G4040|T1|A|20790347532539|09140425500|Census Tract 4255|4642793|6744|G5020|S|4642793|6744
27690338929747|0914062290|Prospect town|36781442|626715|G4040|T1|A|20790338970044|09140347100|Census Tract 3471|20707978|48569|G5020|S|20707978|48569
27690338929747|0914062290|Prospect town|36781442|626715|G4040|T1|A|20790338970065|09140347200|Census Tract 3472|16073464|578146|G5020|S|16073464|578146
27690338929748|0914067610|Seymour town|37600679|1190094|G4040|T1|A|207903716549305|09140130101|Census Tract 1301.01|8614497|95714|G5020|S|8614497|95714
27690338929748|0914067610|Seymour town|37600679|1190094|G4040|T1|A|207903716549294|09140130102|Census Tract 1301.02|7464338|419365|G5020|S|7464338|419365
27690338929748|0914067610|Seymour town|37600679|1190094|G4040|T1|A|2079015514133507|09140130201|Census Tract 1302.01|13489819|497091|G5020|S|13489819|497091
27690338929748|0914067610|Seymour town|37600679|1190094|G4040|T1|A|2079015514133339|09140130202|Census Tract 1302.02|8032025|177924|G5020|S|8032025|177924
27690697821330|0914068170|Shelton town|79334981|3292855|G4040|T5|C|20790698077986|09140110100|Census Tract 1101|787597|87527|G5020|S|787597|87527
27690697821330|0914068170|Shelton town|79334981|3292855|G4040|T5|C|20790698077848|09140110201|Census Tract 1102.01|3233210|397179|G5020|S|3233210|397179
27690697821330|0914068170|Shelton town|79334981|3292855|G4040|T5|C|20790698077992|09140110202|Census Tract 1102.02|10303622|558984|G5020|S|10303622|558984
27690697821330|0914068170|Shelton town|79334981|3292855|G4040|T5|C|20790698077988|09140110301|Census Tract 1103.01|10336294|86122|G5020|S|10336294|86122
27690697821330|0914068170|Shelton town|79334981|3292855|G4040|T5|C|20790698077989|09140110302|Census Tract 1103.02|7856026|1443071|G5020|S|7856026|1443071
27690697821330|0914068170|Shelton town|79334981|3292855|G4040|T5|C|20790698077990|09140110400|Census Tract 1104|10838548|37032|G5020|S|10838548|37032
27690697821330|0914068170|Shelton town|79334981|3292855|G4040|T5|C|20790698077927|09140110500|Census Tract 1105|13074934|74156|G5020|S|13074934|74156
27690697821330|0914068170|Shelton town|79334981|3292855|G4040|T5|C|2079015672789311|09140110601|Census Tract 1106.01|12597022|3411|G5020|S|12597022|3411
27690697821330|0914068170|Shelton town|79334981|3292855|G4040|T5|C|2079015672789316|09140110602|Census Tract 1106.02|10307728|605373|G5020|S|10307728|605373
27690338929749|0914069640|Southbury town|101023391|2743300|G4040|T1|A|20790338970138|09140348111|Census Tract 3481.11|34914933|1921870|G5020|S|34914933|1921870
27690338929749|0914069640|Southbury town|101023391|2743300|G4040|T1|A|207903716549338|09140348122|Census Tract 3481.22|20065075|0|G5020|S|20065075|0
27690338929749|0914069640|Southbury town|101023391|2743300|G4040|T1|A|207903716549349|09140348123|Census Tract 3481.23|27816416|626657|G5020|S|27816416|626657
27690338929749|0914069640|Southbury town|101023391|2743300|G4040|T1|A|207903716549353|09140348124|Census Tract 3481.24|8124729|93812|G5020|S|8124729|93812
27690338929749|0914069640|Southbury town|101023391|2743300|G4040|T1|A|207903716549364|09140348125|Census Tract 3481.25|10102238|100961|G5020|S|10102238|100961
27690347493860|0914075730|Thomaston town|31050035|561748|G4040|T1|A|20790347532617|09140349100|Census Tract 3491|21900014|362870|G5020|S|21900014|362870
27690347493860|0914075730|Thomaston town|31050035|561748|G4040|T1|A|20790347532637|09140349200|Census Tract 3492|9150021|198878|G5020|S|9150021|198878
27690338929751|0914080070|Waterbury town|73961202|1093581|G4040|T5|C|2079015514133301|09140350101|Census Tract 3501.01|1175805|0|G5020|S|1175805|0
27690338929751|0914080070|Waterbury town|73961202|1093581|G4040|T5|C|20790338970381|09140350200|Census Tract 3502|678678|0|G5020|S|678678|0
27690338929751|0914080070|Waterbury town|73961202|1093581|G4040|T5|C|20790338970400|09140350300|Census Tract 3503|447313|1964|G5020|S|447313|1964
27690338929751|0914080070|Waterbury town|73961202|1093581|G4040|T5|C|20790338970418|09140350400|Census Tract 3504|424642|0|G5020|S|424642|0
27690338929751|0914080070|Waterbury town|73961202|1093581|G4040|T5|C|20790338970435|09140350500|Census Tract 3505|781540|0|G5020|S|781540|0
27690338929751|0914080070|Waterbury town|73961202|1093581|G4040|T5|C|20790338970454|09140350800|Census Tract 3508|1067270|0|G5020|S|1067270|0
27690338929751|0914080070|Waterbury town|73961202|1093581|G4040|T5|C|20790338970472|09140350900|Census Tract 3509|761546|0|G5020|S|761546|0
27690338929751|0914080070|Waterbury town|73961202|1093581|G4040|T5|C|20790338970489|09140351000|Census Tract 3510|1789925|19789|G5020|S|1789925|19789
27690338929751|0914080070|Waterbury town|73961202|1093581|G4040|T5|C|20790338970526|09140351100|Census Tract 3511|4039359|273592|G5020|S|4039359|273592
27690338929751|0914080070|Waterbury town|73961202|1093581|G4040|T5|C|20790338970541|09140351200|Census Tract 3512|1923625|8997|G5020|S|1923625|8997
27690338929751|0914080070|Waterbury town|73961202|1093581|G4040|T5|C|20790338970563|09140351300|Census Tract 3513|2296209|5632|G5020|S|2296209|5632
27690338929751|0914080070|Waterbury town|73961202|1093581|G4040|T5|C|20790338970580|09140351400|Census Tract 3514|1127600|0|G5020|S|1127600|0
27690338929751|0914080070|Waterbury town|73961202|1093581|G4040|T5|C|20790338970595|09140351500|Census Tract 3515|2803887|51450|G5020|S|2803887|51450
27690338929751|0914080070|Waterbury town|73961202|1093581|G4040|T5|C|20790338970694|09140351601|Census Tract 3516.01|1153151|0|G5020|S|1153151|0
27690338929751|0914080070|Waterbury town|73961202|1093581|G4040|T5|C|20790338968101|09140351602|Census Tract 3516.02|3682071|0|G5020|S|3682071|0
27690338929751|0914080070|Waterbury town|73961202|1093581|G4040|T5|C|20790338970650|09140351700|Census Tract 3517|654165|0|G5020|S|654165|0
27690338929751|0914080070|Waterbury town|73961202|1093581|G4040|T5|C|20790338970674|09140351800|Census Tract 3518|3670335|138454|G5020|S|3670335|138454
27690338929751|0914080070|Waterbury town|73961202|1093581|G4040|T5|C|20790338970717|09140351900|Census Tract 3519|6943395|151596|G5020|S|6943395|151596
27690338929751|0914080070|Waterbury town|73961202|1093581|G4040|T5|C|20790338970738|09140352000|Census Tract 3520|5530410|0|G5020|S|5530410|0
27690338929751|0914080070|Waterbury town|73961202|1093581|G4040|T5|C|20790338970758|09140352100|Census Tract 3521|1712572|0|G5020|S|1712572|0
27690338929751|0914080070|Waterbury town|73961202|1093581|G4040|T5|C|20790338970781|09140352200|Census Tract 3522|2106150|0|G5020|S|2106150|0
27690338929751|0914080070|Waterbury town|73961202|1093581|G4040|T5|C|20790338970801|09140352300|Census Tract 3523|6499107|195029|G5020|S|6499107|195029
27690338929751|0914080070|Waterbury town|73961202|1093581|G4040|T5|C|20790338970821|09140352400|Census Tract 3524|4419962|6577|G5020|S|4419962|6577
27690338929751|0914080070|Waterbury town|73961202|1093581|G4040|T5|C|20790338970846|09140352500|Census Tract 3525|3297841|59513|G5020|S|3297841|59513
27690338929751|0914080070|Waterbury town|73961202|1093581|G4040|T5|C|20790338970867|09140352600|Census Tract 3526|2337814|0|G5020|S|2337814|0
27690338929751|0914080070|Waterbury town|73961202|1093581|G4040|T5|C|20790338970510|09140352701|Census Tract 3527.01|2954318|0|G5020|S|2954318|0
27690338929751|0914080070|Waterbury town|73961202|1093581|G4040|T5|C|20790338970633|09140352702|Census Tract 3527.02|2874849|28828|G5020|S|2874849|28828
27690338929751|0914080070|Waterbury town|73961202|1093581|G4040|T5|C|20790338970891|09140352800|Census Tract 3528|6807663|152160|G5020|S|6807663|152160
27690347493864|0914080490|Watertown town|75139016|1304969|G4040|T1|A|20790347532885|09140360100|Census Tract 3601|9356037|31294|G5020|S|9356037|31294
27690347493864|0914080490|Watertown town|75139016|1304969|G4040|T1|A|20790347532907|09140360200|Census Tract 3602|54691523|1155588|G5020|S|54691523|1155588
27690347493864|0914080490|Watertown town|75139016|1304969|G4040|T1|A|20790347532935|09140360300|Census Tract 3603|5692122|64803|G5020|S|5692122|64803
27690347493864|0914080490|Watertown town|75139016|1304969|G4040|T1|A|20790347532967|09140360400|Census Tract 3604|5399334|53284|G5020|S|5399334|53284
27690338929753|0914087560|Wolcott town|52800707|1762941|G4040|T1|A|20790338971013|09140361100|Census Tract 3611|24533309|1219335|G5020|S|24533309|1219335
27690338929753|0914087560|Wolcott town|52800707|1762941|G4040|T1|A|20790338971055|09140361200|Census Tract 3612|9660030|280813|G5020|S|9660030|280813
27690338929753|0914087560|Wolcott town|52800707|1762941|G4040|T1|A|20790338971078|09140361300|Census Tract 3613|18607368|262793|G5020|S|18607368|262793
27690347493866|0914087910|Woodbury town|94168480|736698|G4040|T1|A|20790347533017|09140362101|Census Tract 3621.01|25911010|297555|G5020|S|25911010|297555
27690347493866|0914087910|Woodbury town|94168480|736698|G4040|T1|A|20790347533040|09140362102|Census Tract 3621.02|68257470|439143|G5020|S|68257470|439143
27690344313312|0915001430|Ashford town|100392973|1832456|G4040|T1|A|20790344419847|09150830100|Census Tract 8301|100392973|1832456|G5020|S|100392973|1832456
27690344313313|0915009190|Brooklyn town|75454825|282000|G4040|T1|A|2079015506698621|09150905101|Census Tract 9051.01|27110990|123376|G5020|S|27110990|123376
27690344313313|0915009190|Brooklyn town|75454825|282000|G4040|T1|A|2079015506702532|09150905102|Census Tract 9051.02|48343835|158624|G5020|S|48343835|158624
27690344313314|0915012130|Canterbury town|103456495|683775|G4040|T1|A|20790344421367|09150906100|Census Tract 9061|103456495|683775|G5020|S|103456495|683775
27690344313315|0915013810|Chaplin town|50222578|352486|G4040|T1|A|20790344422043|09150815000|Census Tract 8150|50222578|352486|G5020|S|50222578|352486
27690344313316|0915021860|Eastford town|74904508|891568|G4040|T1|A|20790344422705|09150902200|Census Tract 9022|74904508|891568|G5020|S|74904508|891568
27690344313317|0915036000|Hampton town|64988483|1052941|G4040|T1|A|20790344423834|09150820000|Census Tract 8200|64988483|1052941|G5020|S|64988483|1052941
27690344313318|0915040500|Killingly town|125217644|3927291|G4040|T1|A|2079015506700995|09150904101|Census Tract 9041.01|52681108|1398669|G5020|S|52681108|1398669
27690344313318|0915040500|Killingly town|125217644|3927291|G4040|T1|A|2079015506697883|09150904102|Census Tract 9041.02|42221032|1093389|G5020|S|42221032|1093389
27690344313318|0915040500|Killingly town|125217644|3927291|G4040|T1|A|20790344427308|09150904400|Census Tract 9044|18929068|880329|G5020|S|18929068|880329
27690344313318|0915040500|Killingly town|125217644|3927291|G4040|T1|A|20790344427860|09150904500|Census Tract 9045|11386436|554904|G5020|S|11386436|554904
27690344313319|0915059980|Plainfield town|109844074|1480396|G4040|T1|A|20790344427876|09150907100|Census Tract 9071|34472914|812212|G5020|S|34472914|812212
27690344313319|0915059980|Plainfield town|109844074|1480396|G4040|T1|A|20790344427902|09150907200|Census Tract 9072|34872473|525523|G5020|S|34872473|525523
27690344313319|0915059980|Plainfield town|109844074|1480396|G4040|T1|A|20790344427922|09150907300|Census Tract 9073|40498687|142661|G5020|S|40498687|142661
27690344313320|0915061030|Pomfret town|104451274|647536|G4040|T1|A|20790344427944|09150902500|Census Tract 9025|104451274|647536|G5020|S|104451274|647536
27690344313321|0915062710|Putnam town|52588042|282510|G4040|T1|A|2079015506698894|09150903101|Census Tract 9031.01|3637100|54688|G5020|S|3637100|54688
27690344313321|0915062710|Putnam town|52588042|282510|G4040|T1|A|2079015506699179|09150903102|Census Tract 9031.02|5287459|70833|G5020|S|5287459|70833
27690344313321|0915062710|Putnam town|52588042|282510|G4040|T1|A|20790344429841|09150903200|Census Tract 9032|43663483|156989|G5020|S|43663483|156989
27690344313322|0915067400|Scotland town|48254391|131514|G4040|T1|A|20790344430362|09150825000|Census Tract 8250|48254391|131514|G5020|S|48254391|131514
27690344313323|0915073420|Sterling town|70499824|171521|G4040|T1|A|20790344430386|09150908100|Census Tract 9081|70499824|171521|G5020|S|70499824|171521
27690344313324|0915075870|Thompson town|121489044|4537398|G4040|T1|A|20790344430411|09150900100|Census Tract 9001|69560165|2603132|G5020|S|69560165|2603132
27690344313324|0915075870|Thompson town|121489044|4537398|G4040|T1|A|20790344430434|09150900200|Census Tract 9002|51928879|1934266|G5020|S|51928879|1934266
276901151027368|0915077830|Union town|74720104|2514328|G4040|T1|A|2079019627472740|09150890203|Census Tract 8902.03|74720104|2514328|G5020|S|74720104|2514328
27690350008847|0915078600|Voluntown town|100924002|2137004|G4040|T1|A|20790350079136|09150708100|Census Tract 7081|100924002|2137004|G5020|S|100924002|2137004
27690344313326|0915088190|Woodstock town|157165209|3070895|G4040|T1|A|2079015506700425|09150901101|Census Tract 9011.01|44717207|1635954|G5020|S|44717207|1635954
27690344313326|0915088190|Woodstock town|157165209|3070895|G4040|T1|A|2079015506700029|09150901102|Census Tract 9011.02|112448002|1434941|G5020|S|112448002|1434941
27690347493836|0916002760|Barkhamsted town|93896736|6671465|G4040|T1|A|20790347531440|09160290100|Census Tract 2901|93896736|6671465|G5020|S|93896736|6671465
27690331919330|0916010100|Burlington town|76927729|1836670|G4040|T1|A|207903716535147|09160410101|Census Tract 4101.01|43821488|588924|G5020|S|43821488|588924
27690331919330|0916010100|Burlington town|76927729|1836670|G4040|T1|A|207903716535158|09160410102|Census Tract 4101.02|33106241|1247746|G5020|S|33106241|1247746
27690347493839|0916010940|Canaan town|85242555|836406|G4040|T1|A|2079015672493509|09160425602|Census Tract 4256.02|85242555|836406|G5020|S|85242555|836406
27690347493845|0916016050|Colebrook town|81722366|3551365|G4040|T1|A|20790347531568|09160293100|Census Tract 2931|81722366|3551365|G5020|S|81722366|3551365
27690347493846|0916017240|Cornwall town|119297429|656783|G4040|T1|A|20790347531588|09160263200|Census Tract 2632|119297429|656783|G5020|S|119297429|656783
27690347493847|0916032290|Goshen town|113004839|4028683|G4040|T1|A|20790347531608|09160296100|Census Tract 2961|113004839|4028683|G5020|S|113004839|4028683
27690331919340|0916037140|Hartland town|85456173|3932194|G4040|T1|A|20790332017883|09160330100|Census Tract 3301|85456173|3932194|G5020|S|85456173|3932194
27690347493848|0916037280|Harwinton town|79759564|896244|G4040|T1|A|20790347531628|09160298300|Census Tract 2983|17450384|183964|G5020|S|17450384|183964
27690347493848|0916037280|Harwinton town|79759564|896244|G4040|T1|A|20790347531648|09160298400|Census Tract 2984|62309180|712280|G5020|S|62309180|712280
27690347493849|0916040290|Kent town|125813160|2676631|G4040|T1|A|20790347531687|09160266100|Census Tract 2661|125813160|2676631|G5020|S|125813160|2676631
27690347493850|0916043370|Litchfield town|145296074|1831291|G4040|T1|A|20790347531708|09160300100|Census Tract 3001|54860268|660814|G5020|S|54860268|660814
27690347493850|0916043370|Litchfield town|145296074|1831291|G4040|T1|A|20790347531731|09160300400|Census Tract 3004|30206485|33277|G5020|S|30206485|33277
27690347493850|0916043370|Litchfield town|145296074|1831291|G4040|T1|A|20790347531755|09160300500|Census Tract 3005|60229321|1137200|G5020|S|60229321|1137200
27690347493851|0916049460|Morris town|44961621|3518691|G4040|T1|A|20790347531780|09160303100|Census Tract 3031|44961621|3518691|G5020|S|44961621|3518691
27690347493852|0916051350|New Hartford town|95927210|2940726|G4040|T1|A|20790347531806|09160306100|Census Tract 3061|95927210|2940726|G5020|S|95927210|2940726
27690347493854|0916053470|Norfolk town|117436917|2861078|G4040|T1|A|2079015672494141|09160425601|Census Tract 4256.01|117436917|2861078|G5020|S|117436917|2861078
27690347493855|0916054030|North Canaan town|50176807|268569|G4040|T1|A|20790347532459|09160260200|Census Tract 2602|50176807|268569|G5020|S|50176807|268569
27690347493857|0916065930|Roxbury town|68102992|161539|G4040|T1|A|20790347532560|09160268100|Census Tract 2681|68102992|161539|G5020|S|68102992|161539
27690347493858|0916066420|Salisbury town|148239632|7341280|G4040|T1|A|20790347532578|09160261100|Census Tract 2611|148239632|7341280|G5020|S|148239632|7341280
27690347493859|0916067960|Sharon town|152201015|2058011|G4040|T1|A|20790347532598|09160262100|Census Tract 2621|152201015|2058011|G5020|S|152201015|2058011
27690347493861|0916076570|Torrington town|102982068|1441410|G4040|T5|C|20790347532657|09160310100|Census Tract 3101|3364645|18317|G5020|S|3364645|18317
27690347493861|0916076570|Torrington town|102982068|1441410|G4040|T5|C|20790347532690|09160310200|Census Tract 3102|1374895|18411|G5020|S|1374895|18411
27690347493861|0916076570|Torrington town|102982068|1441410|G4040|T5|C|20790347532710|09160310300|Census Tract 3103|970255|0|G5020|S|970255|0
27690347493861|0916076570|Torrington town|102982068|1441410|G4040|T5|C|20790347532731|09160310400|Census Tract 3104|2018405|0|G5020|S|2018405|0
27690347493861|0916076570|Torrington town|102982068|1441410|G4040|T5|C|20790347532753|09160310500|Census Tract 3105|1457647|0|G5020|S|1457647|0
27690347493861|0916076570|Torrington town|102982068|1441410|G4040|T5|C|20790347532779|09160310601|Census Tract 3106.01|13575634|0|G5020|S|13575634|0
27690347493861|0916076570|Torrington town|102982068|1441410|G4040|T5|C|20790347531828|09160310602|Census Tract 3106.02|6133422|0|G5020|S|6133422|0
27690347493861|0916076570|Torrington town|102982068|1441410|G4040|T5|C|20790347532800|09160310700|Census Tract 3107|50039684|1269390|G5020|S|50039684|1269390
27690347493861|0916076570|Torrington town|102982068|1441410|G4040|T5|C|20790347531667|09160310801|Census Tract 3108.01|4102152|4873|G5020|S|4102152|4873
27690347493861|0916076570|Torrington town|102982068|1441410|G4040|T5|C|207903716538956|09160310803|Census Tract 3108.03|5937149|0|G5020|S|5937149|0
27690347493861|0916076570|Torrington town|102982068|1441410|G4040|T5|C|207903716538966|09160310804|Census Tract 3108.04|14008180|130419|G5020|S|14008180|130419
27690347493862|0916079510|Warren town|68132140|3219783|G4040|T1|A|20790347532840|09160265100|Census Tract 2651|68132140|3219783|G5020|S|68132140|3219783
