OID_COUSUB_22|GEOID_COUSUB_22|NAMELSAD_COUSUB_22|AREALAND_COUSUB_22|AREAWATER_COUSUB_22|MTFCC_COUSUB_22|CLASSFP_COUSUB_22|FUNCSTAT_COUSUB_22|OID_TRACT_22|GEOID_TRACT_22|NAMELSAD_TRACT_22|AREALAND_TRACT_22|AREAWATER_TRACT_22|MTFCC_TRACT_22|FUNCSTAT_TRACT_22|AREALAND_PART|AREAWATER_PART
27690347493863|0916079720|Washington town|98602270|1482946|G4040|T1|A|20790347532862|09160267100|Census Tract 2671|98602270|1482946|G5020|S|98602270|1482946
27690347493865|0916086440|Winchester town|84213566|3386147|G4040|T1|A|2079015672494492|09160320101|Census Tract 3201.01|609064|0|G5020|S|609064|0
27690347493865|0916086440|Winchester town|84213566|3386147|G4040|T1|A|2079015672491012|09160320102|Census Tract 3201.02|24821328|76895|G5020|S|24821328|76895
27690347493865|0916086440|Winchester town|84213566|3386147|G4040|T1|A|20790347532992|09160320200|Census Tract 3202|58783174|3309252|G5020|S|58783174|3309252
27690338929727|0917000000|County subdivisions not defined|0|599104135|G4040|Z9|F|20790338967463|09170140400|Census Tract 1404|886631|472133|G5020|S|0|432278
27690338929727|0917000000|County subdivisions not defined|0|599104135|G4040|Z9|F|20790338967483|09170142800|Census Tract 1428|3973586|2312114|G5020|S|0|2312114
27690338929727|0917000000|County subdivisions not defined|0|599104135|G4040|Z9|F|20790338967550|09170150400|Census Tract 1504|1638869|803084|G5020|S|0|803084
27690338929727|0917000000|County subdivisions not defined|0|599104135|G4040|Z9|F|20790338967569|09170150500|Census Tract 1505|4255061|2196698|G5020|S|0|111520
27690338929727|0917000000|County subdivisions not defined|0|599104135|G4040|Z9|F|20790338967592|09170150900|Census Tract 1509|4476004|955137|G5020|S|0|461411
27690338929727|0917000000|County subdivisions not defined|0|599104135|G4040|Z9|F|20790338967611|09170151000|Census Tract 1510|2080477|905216|G5020|S|0|905216
27690338929727|0917000000|County subdivisions not defined|0|599104135|G4040|Z9|F|20790338967656|09170154500|Census Tract 1545|1353040|129649|G5020|S|0|109581
27690338929727|0917000000|County subdivisions not defined|0|599104135|G4040|Z9|F|20790338967677|09170154700|Census Tract 1547|5052069|367751|G5020|S|0|367751
27690338929727|0917000000|County subdivisions not defined|0|599104135|G4040|Z9|F|20790338967695|09170154800|Census Tract 1548|1958273|355039|G5020|S|0|355039
27690338929727|0917000000|County subdivisions not defined|0|599104135|G4040|Z9|F|20790338967714|09170155000|Census Tract 1550|1563727|1182829|G5020|S|0|1182829
27690338929727|0917000000|County subdivisions not defined|0|599104135|G4040|Z9|F|20790338967735|09170155100|Census Tract 1551|1262790|785958|G5020|S|0|785958
27690338929727|0917000000|County subdivisions not defined|0|599104135|G4040|Z9|F|20790338967778|09170190100|Census Tract 1901|8256223|685301|G5020|S|0|544578
27690338929727|0917000000|County subdivisions not defined|0|599104135|G4040|Z9|F|20790338967798|09170190200|Census Tract 1902|20159389|6215273|G5020|S|0|908297
27690338929727|0917000000|County subdivisions not defined|0|599104135|G4040|Z9|F|2079015514133405|09170194101|Census Tract 1941.01|8554618|1550954|G5020|S|0|1392306
27690338929727|0917000000|County subdivisions not defined|0|599104135|G4040|Z9|F|2079015514133432|09170194102|Census Tract 1941.02|8389699|1752779|G5020|S|0|1640787
27690338929727|0917000000|County subdivisions not defined|0|599104135|G4040|Z9|F|20790338971033|09170990000|Census Tract 9900|0|586791386|G5020|S|0|586791386
27690338929730|0917004580|Bethany town|54564789|996204|G4040|T1|A|20790338967947|09170161100|Census Tract 1611|54564789|996204|G5020|S|54564789|996204
27690338929731|0917007310|Branford town|56568416|15930118|G4040|T1|A|2079015514133273|09170184101|Census Tract 1841.01|3982632|162843|G5020|S|3982632|162843
27690338929731|0917007310|Branford town|56568416|15930118|G4040|T1|A|20790338967965|09170184200|Census Tract 1842|5271345|124552|G5020|S|5271345|124552
27690338929731|0917007310|Branford town|56568416|15930118|G4040|T1|A|20790338967757|09170184300|Census Tract 1843|4060103|2216307|G5020|S|4060103|2216307
27690338929731|0917007310|Branford town|56568416|15930118|G4040|T1|A|20790338967988|09170184400|Census Tract 1844|4758338|5299702|G5020|S|4758338|5299702
27690338929731|0917007310|Branford town|56568416|15930118|G4040|T1|A|20790338968008|09170184500|Census Tract 1845|5177199|56876|G5020|S|5177199|56876
27690338929731|0917007310|Branford town|56568416|15930118|G4040|T1|A|20790338968026|09170184600|Census Tract 1846|12521107|7033952|G5020|S|12521107|7033952
27690338929731|0917007310|Branford town|56568416|15930118|G4040|T1|A|20790338968046|09170184700|Census Tract 1847|20797692|1035886|G5020|S|20797692|1035886
27690338929734|0917022910|East Haven town|31847384|3115993|G4040|T1|A|2079015514133299|09170180101|Census Tract 1801.01|2729866|1078817|G5020|S|2729866|1078817
27690338929734|0917022910|East Haven town|31847384|3115993|G4040|T1|A|2079015514133336|09170180102|Census Tract 1801.02|3276559|1155215|G5020|S|3276559|1155215
27690338929734|0917022910|East Haven town|31847384|3115993|G4040|T1|A|20790338968277|09170180200|Census Tract 1802|3535585|0|G5020|S|3535585|0
27690338929734|0917022910|East Haven town|31847384|3115993|G4040|T1|A|20790338968295|09170180300|Census Tract 1803|1754046|17973|G5020|S|1754046|17973
27690338929734|0917022910|East Haven town|31847384|3115993|G4040|T1|A|20790338968317|09170180400|Census Tract 1804|4976820|333020|G5020|S|4976820|333020
27690338929734|0917022910|East Haven town|31847384|3115993|G4040|T1|A|20790338968342|09170180500|Census Tract 1805|4126974|80208|G5020|S|4126974|80208
27690338929734|0917022910|East Haven town|31847384|3115993|G4040|T1|A|20790338968365|09170180601|Census Tract 1806.01|3934803|429217|G5020|S|3934803|429217
27690338929734|0917022910|East Haven town|31847384|3115993|G4040|T1|A|20790338968384|09170180602|Census Tract 1806.02|7512731|21543|G5020|S|7512731|21543
27690338929735|0917034950|Guilford town|121933332|6858341|G4040|T1|A|20790338967778|09170190100|Census Tract 1901|8256223|685301|G5020|S|8256223|140723
27690338929735|0917034950|Guilford town|121933332|6858341|G4040|T1|A|20790338967798|09170190200|Census Tract 1902|20159389|6215273|G5020|S|20159389|5306976
27690338929735|0917034950|Guilford town|121933332|6858341|G4040|T1|A|20790338968402|09170190301|Census Tract 1903.01|29364950|341938|G5020|S|29364950|341938
27690338929735|0917034950|Guilford town|121933332|6858341|G4040|T1|A|20790338968424|09170190302|Census Tract 1903.02|20122834|340031|G5020|S|20122834|340031
27690338929735|0917034950|Guilford town|121933332|6858341|G4040|T1|A|20790338968443|09170190303|Census Tract 1903.03|44029936|728673|G5020|S|44029936|728673
27690338929736|0917035650|Hamden town|84513849|1766055|G4040|T1|A|20790338968550|09170165100|Census Tract 1651|4735203|582965|G5020|S|4735203|582965
27690338929736|0917035650|Hamden town|84513849|1766055|G4040|T1|A|20790338968570|09170165200|Census Tract 1652|3546279|314643|G5020|S|3546279|314643
27690338929736|0917035650|Hamden town|84513849|1766055|G4040|T1|A|20790338968588|09170165300|Census Tract 1653|1305527|219752|G5020|S|1305527|219752
27690338929736|0917035650|Hamden town|84513849|1766055|G4040|T1|A|20790338968608|09170165400|Census Tract 1654|2866393|274185|G5020|S|2866393|274185
27690338929736|0917035650|Hamden town|84513849|1766055|G4040|T1|A|20790338968628|09170165500|Census Tract 1655|1557265|0|G5020|S|1557265|0
27690338929736|0917035650|Hamden town|84513849|1766055|G4040|T1|A|20790338968649|09170165600|Census Tract 1656|2347325|0|G5020|S|2347325|0
27690338929736|0917035650|Hamden town|84513849|1766055|G4040|T1|A|20790338968670|09170165700|Census Tract 1657|2693531|4094|G5020|S|2693531|4094
27690338929736|0917035650|Hamden town|84513849|1766055|G4040|T1|A|20790338968693|09170165801|Census Tract 1658.01|4153554|0|G5020|S|4153554|0
27690338929736|0917035650|Hamden town|84513849|1766055|G4040|T1|A|20790338968734|09170165802|Census Tract 1658.02|12882293|179713|G5020|S|12882293|179713
27690338929736|0917035650|Hamden town|84513849|1766055|G4040|T1|A|20790338968757|09170165900|Census Tract 1659|27012406|29123|G5020|S|27012406|29123
27690338929736|0917035650|Hamden town|84513849|1766055|G4040|T1|A|20790338968796|09170166002|Census Tract 1660.02|17299095|161580|G5020|S|17299095|161580
27690338929736|0917035650|Hamden town|84513849|1766055|G4040|T1|A|2079015514133326|09170166003|Census Tract 1660.03|2235070|0|G5020|S|2235070|0
27690338929736|0917035650|Hamden town|84513849|1766055|G4040|T1|A|2079015514133354|09170166004|Census Tract 1660.04|1879908|0|G5020|S|1879908|0
27690338929737|0917044560|Madison town|93622111|1251400|G4040|T1|A|2079015514133405|09170194101|Census Tract 1941.01|8554618|1550954|G5020|S|8554618|158648
27690338929737|0917044560|Madison town|93622111|1251400|G4040|T1|A|2079015514133432|09170194102|Census Tract 1941.02|8389699|1752779|G5020|S|8389699|111992
27690338929737|0917044560|Madison town|93622111|1251400|G4040|T1|A|20790338968463|09170194201|Census Tract 1942.01|47265520|190301|G5020|S|47265520|190301
27690338929737|0917044560|Madison town|93622111|1251400|G4040|T1|A|20790338968816|09170194202|Census Tract 1942.02|29412274|790459|G5020|S|29412274|790459
27690338929738|0917046520|Meriden town|61466623|940444|G4040|T5|C|20790338968840|09170170100|Census Tract 1701|475134|0|G5020|S|475134|0
27690338929738|0917046520|Meriden town|61466623|940444|G4040|T5|C|20790338970101|09170170200|Census Tract 1702|608829|0|G5020|S|608829|0
27690338929738|0917046520|Meriden town|61466623|940444|G4040|T5|C|20790338968860|09170170300|Census Tract 1703|875299|0|G5020|S|875299|0
27690338929738|0917046520|Meriden town|61466623|940444|G4040|T5|C|20790338968903|09170170400|Census Tract 1704|5445255|145129|G5020|S|5445255|145129
27690338929738|0917046520|Meriden town|61466623|940444|G4040|T5|C|20790338968082|09170170500|Census Tract 1705|7384516|412|G5020|S|7384516|412
27690338929738|0917046520|Meriden town|61466623|940444|G4040|T5|C|20790338968923|09170170600|Census Tract 1706|2091525|285028|G5020|S|2091525|285028
27690338929738|0917046520|Meriden town|61466623|940444|G4040|T5|C|20790338968941|09170170700|Census Tract 1707|920217|0|G5020|S|920217|0
27690338929738|0917046520|Meriden town|61466623|940444|G4040|T5|C|20790338968959|09170170800|Census Tract 1708|3624563|466|G5020|S|3624563|466
27690338929738|0917046520|Meriden town|61466623|940444|G4040|T5|C|20790338968982|09170170900|Census Tract 1709|707433|0|G5020|S|707433|0
27690338929738|0917046520|Meriden town|61466623|940444|G4040|T5|C|20790338969004|09170171000|Census Tract 1710|515426|0|G5020|S|515426|0
27690338929738|0917046520|Meriden town|61466623|940444|G4040|T5|C|20790338969022|09170171100|Census Tract 1711|4303802|0|G5020|S|4303802|0
27690338929738|0917046520|Meriden town|61466623|940444|G4040|T5|C|2079015514133471|09170171201|Census Tract 1712.01|5100362|0|G5020|S|5100362|0
27690338929738|0917046520|Meriden town|61466623|940444|G4040|T5|C|2079015514133371|09170171202|Census Tract 1712.02|7888634|106599|G5020|S|7888634|106599
27690338929738|0917046520|Meriden town|61466623|940444|G4040|T5|C|20790338969058|09170171300|Census Tract 1713|1958101|0|G5020|S|1958101|0
27690338929738|0917046520|Meriden town|61466623|940444|G4040|T5|C|20790338969078|09170171400|Census Tract 1714|666493|0|G5020|S|666493|0
27690338929738|0917046520|Meriden town|61466623|940444|G4040|T5|C|20790338969097|09170171500|Census Tract 1715|1008353|0|G5020|S|1008353|0
27690338929738|0917046520|Meriden town|61466623|940444|G4040|T5|C|20790338969117|09170171600|Census Tract 1716|7708802|237995|G5020|S|7708802|237995
27690338929738|0917046520|Meriden town|61466623|940444|G4040|T5|C|20790338969141|09170171700|Census Tract 1717|10183879|164815|G5020|S|10183879|164815
27690338929740|0917047535|Milford town|57444044|10216676|G4040|T5|C|20790338967506|09170150100|Census Tract 1501|3165084|153797|G5020|S|3165084|153797
27690338929740|0917047535|Milford town|57444044|10216676|G4040|T5|C|20790338967525|09170150200|Census Tract 1502|2296786|3704431|G5020|S|2296786|3704431
27690338929740|0917047535|Milford town|57444044|10216676|G4040|T5|C|20790338969218|09170150300|Census Tract 1503|3174930|36882|G5020|S|3174930|36882
27690338929740|0917047535|Milford town|57444044|10216676|G4040|T5|C|20790338967550|09170150400|Census Tract 1504|1638869|803084|G5020|S|1638869|0
27690338929740|0917047535|Milford town|57444044|10216676|G4040|T5|C|20790338967569|09170150500|Census Tract 1505|4255061|2196698|G5020|S|4255061|2085178
27690338929740|0917047535|Milford town|57444044|10216676|G4040|T5|C|20790338969237|09170150600|Census Tract 1506|10283453|838251|G5020|S|10283453|838251
27690338929740|0917047535|Milford town|57444044|10216676|G4040|T5|C|20790338969258|09170150700|Census Tract 1507|11471357|491296|G5020|S|11471357|491296
27690338929740|0917047535|Milford town|57444044|10216676|G4040|T5|C|20790338969275|09170150800|Census Tract 1508|5526507|37077|G5020|S|5526507|37077
27690338929740|0917047535|Milford town|57444044|10216676|G4040|T5|C|20790338967592|09170150900|Census Tract 1509|4476004|955137|G5020|S|4476004|493726
27690338929740|0917047535|Milford town|57444044|10216676|G4040|T5|C|20790338967611|09170151000|Census Tract 1510|2080477|905216|G5020|S|2080477|0
27690338929740|0917047535|Milford town|57444044|10216676|G4040|T5|C|20790338967633|09170151100|Census Tract 1511|5668142|2373005|G5020|S|5668142|2373005
27690338929740|0917047535|Milford town|57444044|10216676|G4040|T5|C|20790338969298|09170151200|Census Tract 1512|3407374|3033|G5020|S|3407374|3033
27690338929742|0917052070|New Haven town|48407074|3738291|G4040|T5|C|2079015514133511|09170140101|Census Tract 1401.01|181172|0|G5020|S|181172|0
27690338929742|0917052070|New Haven town|48407074|3738291|G4040|T5|C|2079015514133342|09170140102|Census Tract 1401.02|506661|0|G5020|S|506661|0
27690338929742|0917052070|New Haven town|48407074|3738291|G4040|T5|C|20790338969422|09170140200|Census Tract 1402|2025494|1619895|G5020|S|2025494|1619895
27690338929742|0917052070|New Haven town|48407074|3738291|G4040|T5|C|20790338969445|09170140300|Census Tract 1403|719325|0|G5020|S|719325|0
27690338929742|0917052070|New Haven town|48407074|3738291|G4040|T5|C|20790338967463|09170140400|Census Tract 1404|886631|472133|G5020|S|886631|39855
27690338929742|0917052070|New Haven town|48407074|3738291|G4040|T5|C|20790338969466|09170140500|Census Tract 1405|1016311|56739|G5020|S|1016311|56739
27690338929742|0917052070|New Haven town|48407074|3738291|G4040|T5|C|20790338969484|09170140600|Census Tract 1406|742654|0|G5020|S|742654|0
27690338929742|0917052070|New Haven town|48407074|3738291|G4040|T5|C|20790338969503|09170140700|Census Tract 1407|550604|0|G5020|S|550604|0
27690338929742|0917052070|New Haven town|48407074|3738291|G4040|T5|C|20790338969520|09170140800|Census Tract 1408|1648799|115475|G5020|S|1648799|115475
27690338929742|0917052070|New Haven town|48407074|3738291|G4040|T5|C|20790338969538|09170140900|Census Tract 1409|980990|0|G5020|S|980990|0
27690338929742|0917052070|New Haven town|48407074|3738291|G4040|T5|C|20790338969557|09170141000|Census Tract 1410|1896847|7050|G5020|S|1896847|7050
27690338929742|0917052070|New Haven town|48407074|3738291|G4040|T5|C|20790338969578|09170141100|Census Tract 1411|3869431|15739|G5020|S|3869431|15739
27690338929742|0917052070|New Haven town|48407074|3738291|G4040|T5|C|20790338969602|09170141200|Census Tract 1412|1934378|18034|G5020|S|1934378|18034
27690338929742|0917052070|New Haven town|48407074|3738291|G4040|T5|C|2079015514133344|09170141301|Census Tract 1413.01|4021242|38905|G5020|S|4021242|38905
27690338929742|0917052070|New Haven town|48407074|3738291|G4040|T5|C|20790338969623|09170141400|Census Tract 1414|1130319|0|G5020|S|1130319|0
27690338929742|0917052070|New Haven town|48407074|3738291|G4040|T5|C|20790338968509|09170141500|Census Tract 1415|1609634|18287|G5020|S|1609634|18287
27690338929742|0917052070|New Haven town|48407074|3738291|G4040|T5|C|20790338969641|09170141600|Census Tract 1416|1068852|0|G5020|S|1068852|0
27690338929742|0917052070|New Haven town|48407074|3738291|G4040|T5|C|20790338969675|09170141800|Census Tract 1418|1463923|0|G5020|S|1463923|0
27690338929742|0917052070|New Haven town|48407074|3738291|G4040|T5|C|20790338969695|09170141900|Census Tract 1419|1335137|45356|G5020|S|1335137|45356
27690338929742|0917052070|New Haven town|48407074|3738291|G4040|T5|C|20790338969711|09170142000|Census Tract 1420|665939|0|G5020|S|665939|0
27690338929742|0917052070|New Haven town|48407074|3738291|G4040|T5|C|20790338969729|09170142100|Census Tract 1421|623153|0|G5020|S|623153|0
27690338929742|0917052070|New Haven town|48407074|3738291|G4040|T5|C|20790338969754|09170142200|Census Tract 1422|874725|50439|G5020|S|874725|50439
27690338929742|0917052070|New Haven town|48407074|3738291|G4040|T5|C|20790338969774|09170142300|Census Tract 1423|1012178|240526|G5020|S|1012178|240526
27690338929742|0917052070|New Haven town|48407074|3738291|G4040|T5|C|20790338969793|09170142400|Census Tract 1424|1145555|25761|G5020|S|1145555|25761
27690338929742|0917052070|New Haven town|48407074|3738291|G4040|T5|C|20790338968530|09170142500|Census Tract 1425|1845830|276834|G5020|S|1845830|276834
27690338929742|0917052070|New Haven town|48407074|3738291|G4040|T5|C|20790338969813|09170142601|Census Tract 1426.01|3815784|340552|G5020|S|3815784|340552
27690338929742|0917052070|New Haven town|48407074|3738291|G4040|T5|C|207903716549275|09170142604|Census Tract 1426.04|1524437|88900|G5020|S|1524437|88900
27690338929742|0917052070|New Haven town|48407074|3738291|G4040|T5|C|2079015514133330|09170142605|Census Tract 1426.05|963006|0|G5020|S|963006|0
27690338929742|0917052070|New Haven town|48407074|3738291|G4040|T5|C|20790338968239|09170142700|Census Tract 1427|3177377|739944|G5020|S|3177377|739944
27690338929742|0917052070|New Haven town|48407074|3738291|G4040|T5|C|20790338967483|09170142800|Census Tract 1428|3973586|2312114|G5020|S|3973586|0
27690338929742|0917052070|New Haven town|48407074|3738291|G4040|T5|C|207903716549366|09170361401|Census Tract 3614.01|425902|0|G5020|S|425902|0
27690338929742|0917052070|New Haven town|48407074|3738291|G4040|T5|C|207903716549329|09170361402|Census Tract 3614.02|771198|0|G5020|S|771198|0
27690338929743|0917053890|North Branford town|64123452|4939189|G4040|T1|A|20790338969869|09170186100|Census Tract 1861|19746090|388280|G5020|S|19746090|388280
27690338929743|0917053890|North Branford town|64123452|4939189|G4040|T1|A|20790338969890|09170186200|Census Tract 1862|44377362|4550909|G5020|S|44377362|4550909
27690338929744|0917054870|North Haven town|53974694|714453|G4040|T1|A|2079015514133297|09170167101|Census Tract 1671.01|12257993|247763|G5020|S|12257993|247763
27690338929744|0917054870|North Haven town|53974694|714453|G4040|T1|A|2079015514133347|09170167102|Census Tract 1671.02|4211869|0|G5020|S|4211869|0
27690338929744|0917054870|North Haven town|53974694|714453|G4040|T1|A|20790338968715|09170167201|Census Tract 1672.01|10336554|405041|G5020|S|10336554|405041
27690338929744|0917054870|North Haven town|53974694|714453|G4040|T1|A|20790338969929|09170167202|Census Tract 1672.02|9823534|55873|G5020|S|9823534|55873
27690338929744|0917054870|North Haven town|53974694|714453|G4040|T1|A|2079015514133374|09170167301|Census Tract 1673.01|17344744|5776|G5020|S|17344744|5776
27690338929745|0917057600|Orange town|44498764|616353|G4040|T1|A|20790338969970|09170157100|Census Tract 1571|9341972|96412|G5020|S|9341972|96412
27690338929745|0917057600|Orange town|44498764|616353|G4040|T1|A|20790338969988|09170157200|Census Tract 1572|9288029|63034|G5020|S|9288029|63034
27690338929745|0917057600|Orange town|44498764|616353|G4040|T1|A|20790338968218|09170157300|Census Tract 1573|12104612|360991|G5020|S|12104612|360991
27690338929745|0917057600|Orange town|44498764|616353|G4040|T1|A|20790338970005|09170157400|Census Tract 1574|13764151|95916|G5020|S|13764151|95916
27690338929750|0917078740|Wallingford town|101433656|2148347|G4040|T1|A|20790338970283|09170175100|Census Tract 1751|1377939|0|G5020|S|1377939|0
27690338929750|0917078740|Wallingford town|101433656|2148347|G4040|T1|A|20790338970303|09170175200|Census Tract 1752|838797|0|G5020|S|838797|0
27690338929750|0917078740|Wallingford town|101433656|2148347|G4040|T1|A|20790338970322|09170175300|Census Tract 1753|4271056|12183|G5020|S|4271056|12183
27690338929750|0917078740|Wallingford town|101433656|2148347|G4040|T1|A|20790338970178|09170175400|Census Tract 1754|10522379|310632|G5020|S|10522379|310632
27690338929750|0917078740|Wallingford town|101433656|2148347|G4040|T1|A|2079015514133383|09170175501|Census Tract 1755.01|5058955|0|G5020|S|5058955|0
27690338929750|0917078740|Wallingford town|101433656|2148347|G4040|T1|A|2079015514133333|09170175502|Census Tract 1755.02|8698029|206055|G5020|S|8698029|206055
27690338929750|0917078740|Wallingford town|101433656|2148347|G4040|T1|A|20790338970224|09170175600|Census Tract 1756|6725037|0|G5020|S|6725037|0
27690338929750|0917078740|Wallingford town|101433656|2148347|G4040|T1|A|20790338970245|09170175700|Census Tract 1757|5230372|58609|G5020|S|5230372|58609
27690338929750|0917078740|Wallingford town|101433656|2148347|G4040|T1|A|20790338969160|09170175800|Census Tract 1758|14396912|273927|G5020|S|14396912|273927
27690338929750|0917078740|Wallingford town|101433656|2148347|G4040|T1|A|20790338970339|09170175900|Census Tract 1759|5227304|16182|G5020|S|5227304|16182
27690338929750|0917078740|Wallingford town|101433656|2148347|G4040|T1|A|20790338970265|09170176000|Census Tract 1760|39086876|1270759|G5020|S|39086876|1270759
27690338929752|0917082870|West Haven town|27842629|431797|G4040|T5|C|2079015514133385|09170154101|Census Tract 1541.01|2480923|43743|G5020|S|2480923|43743
27690338929752|0917082870|West Haven town|27842629|431797|G4040|T5|C|2079015514133365|09170154102|Census Tract 1541.02|3915625|208070|G5020|S|3915625|208070
27690338929752|0917082870|West Haven town|27842629|431797|G4040|T5|C|20790338970927|09170154200|Census Tract 1542|3116828|0|G5020|S|3116828|0
27690338929752|0917082870|West Haven town|27842629|431797|G4040|T5|C|20790338967656|09170154500|Census Tract 1545|1353040|129649|G5020|S|1353040|20068
27690338929752|0917082870|West Haven town|27842629|431797|G4040|T5|C|20790338970969|09170154600|Census Tract 1546|2219832|107161|G5020|S|2219832|107161
27690338929752|0917082870|West Haven town|27842629|431797|G4040|T5|C|20790338967677|09170154700|Census Tract 1547|5052069|367751|G5020|S|5052069|0
27690338929752|0917082870|West Haven town|27842629|431797|G4040|T5|C|20790338967695|09170154800|Census Tract 1548|1958273|355039|G5020|S|1958273|0
27690338929752|0917082870|West Haven town|27842629|431797|G4040|T5|C|20790338970988|09170154900|Census Tract 1549|1850369|0|G5020|S|1850369|0
27690338929752|0917082870|West Haven town|27842629|431797|G4040|T5|C|20790338967714|09170155000|Census Tract 1550|1563727|1182829|G5020|S|1563727|0
27690338929752|0917082870|West Haven town|27842629|431797|G4040|T5|C|20790338967735|09170155100|Census Tract 1551|1262790|785958|G5020|S|1262790|0
27690338929752|0917082870|West Haven town|27842629|431797|G4040|T5|C|207903716549370|09170361500|Census Tract 3615|3069153|52755|G5020|S|3069153|52755
27690338929754|0917087700|Woodbridge town|48722327|971942|G4040|T1|A|20790338971097|09170160100|Census Tract 1601|17443257|23631|G5020|S|17443257|23631
27690338929754|0917087700|Woodbridge town|48722327|971942|G4040|T1|A|20790338971113|09170160200|Census Tract 1602|31279070|948311|G5020|S|31279070|948311
27690350008827|0918000000|County subdivisions not defined|0|48811567|G4040|Z9|F|20790350078678|09180990100|Census Tract 9901|0|48811567|G5020|S|0|48811567
27690350008828|0918006820|Bozrah town|51708109|723331|G4040|T1|A|20790350078686|09180713100|Census Tract 7131|51708109|723331|G5020|S|51708109|723331
27690350008829|0918015910|Colchester town|126766631|2074992|G4040|T1|A|20790350078694|09180714101|Census Tract 7141.01|12617992|0|G5020|S|12617992|0
27690350008829|0918015910|Colchester town|126766631|2074992|G4040|T1|A|207903716549335|09180714103|Census Tract 7141.03|67218720|1000607|G5020|S|67218720|1000607
27690350008829|0918015910|Colchester town|126766631|2074992|G4040|T1|A|207903716549301|09180714104|Census Tract 7141.04|46929919|1074385|G5020|S|46929919|1074385
27690350008830|0918023400|East Lyme town|88104875|20659366|G4040|T1|A|20790350078670|09180716101|Census Tract 7161.01|28697551|588744|G5020|S|28697551|588744
27690350008830|0918023400|East Lyme town|88104875|20659366|G4040|T1|A|20790350078662|09180716102|Census Tract 7161.02|40596086|1222159|G5020|S|40596086|1222159
27690350008830|0918023400|East Lyme town|88104875|20659366|G4040|T1|A|207903716549264|09180870701|Census Tract 8707.01|6435668|597670|G5020|S|6435668|597670
27690350008830|0918023400|East Lyme town|88104875|20659366|G4040|T1|A|207903716549261|09180870703|Census Tract 8707.03|5659642|5845772|G5020|S|5659642|5845772
27690350008830|0918023400|East Lyme town|88104875|20659366|G4040|T1|A|207903716549258|09180870704|Census Tract 8707.04|6715928|12405021|G5020|S|6715928|12405021
27690350008831|0918029910|Franklin town|51048739|222178|G4040|T1|A|20790350078723|09180712100|Census Tract 7121|51048739|222178|G5020|S|51048739|222178
27690350008832|0918033900|Griswold town|89897144|6104029|G4040|T1|A|20790350078732|09180709100|Census Tract 7091|77032882|4898064|G5020|S|77032882|4898064
27690350008832|0918033900|Griswold town|89897144|6104029|G4040|T1|A|20790350078740|09180709200|Census Tract 7092|12864262|1205965|G5020|S|12864262|1205965
27690350008833|0918034250|Groton town|80573716|36707531|G4040|T1|A|20790350078748|09180702100|Census Tract 7021|22150937|889208|G5020|S|22150937|889208
27690350008833|0918034250|Groton town|80573716|36707531|G4040|T1|A|20790350078797|09180702300|Census Tract 7023|2652290|1149376|G5020|S|2652290|1149376
27690350008833|0918034250|Groton town|80573716|36707531|G4040|T1|A|20790350078806|09180702400|Census Tract 7024|2654759|292884|G5020|S|2654759|292884
27690350008833|0918034250|Groton town|80573716|36707531|G4040|T1|A|20790350078815|09180702500|Census Tract 7025|2680171|552479|G5020|S|2680171|552479
27690350008833|0918034250|Groton town|80573716|36707531|G4040|T1|A|20790350078823|09180702600|Census Tract 7026|2443713|8499408|G5020|S|2443713|8499408
27690350008833|0918034250|Groton town|80573716|36707531|G4040|T1|A|20790350078763|09180702700|Census Tract 7027|8333686|799911|G5020|S|8333686|799911
27690350008833|0918034250|Groton town|80573716|36707531|G4040|T1|A|20790350078770|09180702800|Census Tract 7028|12282138|562537|G5020|S|12282138|562537
27690350008833|0918034250|Groton town|80573716|36707531|G4040|T1|A|20790350078779|09180702900|Census Tract 7029|7700999|21585055|G5020|S|7700999|21585055
27690350008833|0918034250|Groton town|80573716|36707531|G4040|T1|A|20790350078832|09180703000|Census Tract 7030|6218442|1503575|G5020|S|6218442|1503575
27690350008833|0918034250|Groton town|80573716|36707531|G4040|T1|A|207903716549367|09180870200|Census Tract 8702|12136935|365987|G5020|S|12136935|365987
27690350008833|0918034250|Groton town|80573716|36707531|G4040|T1|A|20790350078788|09180980000|Census Tract 9800|2495100|740942|G5020|S|1319646|507111
27690350008834|0918042390|Lebanon town|140113258|2986571|G4040|T1|A|20790350078840|09180870100|Census Tract 8701|140113258|2986571|G5020|S|140113258|2986571
27690350008835|0918042600|Ledyard town|98968751|4635709|G4040|T1|A|20790350078849|09180701100|Census Tract 7011|69537755|1355192|G5020|S|69537755|1355192
27690350008835|0918042600|Ledyard town|98968751|4635709|G4040|T1|A|20790350078858|09180701200|Census Tract 7012|28255542|3046686|G5020|S|28255542|3046686
27690350008835|0918042600|Ledyard town|98968751|4635709|G4040|T1|A|20790350078788|09180980000|Census Tract 9800|2495100|740942|G5020|S|1175454|233831
27690350008836|0918043230|Lisbon town|42200264|1018780|G4040|T1|A|20790350078867|09180710100|Census Tract 7101|42200264|1018780|G5020|S|42200264|1018780
27690350008838|0918048900|Montville town|108276505|5717209|G4040|T1|A|20790350078893|09180695201|Census Tract 6952.01|41626233|812704|G5020|S|41626233|812704
